GEOID,NAME,total_population,B17021_001M,below_poverty,B17021_002M,pct_below_poverty
08031,ZCTA5 08031,11677,42,1116,488,9.557249293482915
08032,ZCTA5 08032,220,124,0,14,0
08033,ZCTA5 08033,17302,742,721,330,4.1671483065541555
08034,ZCTA5 08034,19862,972,1597,569,8.040479307219817
08035,ZCTA5 08035,7501,66,180,104,2.3996800426609783
08036,ZCTA5 08036,6026,27,117,99,1.9415864586790577
08037,ZCTA5 08037,22696,966,2281,842,10.050229115262601
08038,ZCTA5 08038,332,140,20,16,6.024096385542169
08039,ZCTA5 08039,29,32,0,14,0
08041,ZCTA5 08041,788,189,24,25,3.0456852791878175
08042,ZCTA5 08042,57,40,9,10,15.789473684210526
08043,ZCTA5 08043,30084,34,1542,384,5.12564818508177
08045,ZCTA5 08045,3115,24,611,288,19.614767255216695
08046,ZCTA5 08046,31839,83,2919,692,9.168001507585037
08048,ZCTA5 08048,12539,123,743,271,5.925512401307919
08049,ZCTA5 08049,5273,357,277,160,5.253176559833112
08050,ZCTA5 08050,27372,430,874,206,3.193043986555604
08051,ZCTA5 08051,11941,1352,720,465,6.029645758311699
08052,ZCTA5 08052,19675,45,2523,728,12.823379923761118
08053,ZCTA5 08053,47349,54,1689,502,3.5671291896344166
08054,ZCTA5 08054,45236,42,1900,489,4.200194535325847
08055,ZCTA5 08055,28695,40,821,238,2.8611256316431435
08056,ZCTA5 08056,5164,577,39,36,0.7552285050348567
08057,ZCTA5 08057,20568,797,1188,459,5.775962660443407
08059,ZCTA5 08059,5590,392,532,396,9.516994633273702
08060,ZCTA5 08060,25071,173,1668,526,6.6531051812851505
08061,ZCTA5 08061,4411,755,21,28,0.4760825209703015
08062,ZCTA5 08062,17888,353,898,305,5.020125223613596
08063,ZCTA5 08063,3028,41,233,96,7.694848084544254
08064,ZCTA5 08064,44,42,0,14,0
08065,ZCTA5 08065,7446,25,659,238,8.850389470856836
08066,ZCTA5 08066,7395,281,926,495,12.521974306964164
08067,ZCTA5 08067,1694,184,121,80,7.142857142857142
08068,ZCTA5 08068,6582,676,693,266,10.528714676390155
08069,ZCTA5 08069,13013,114,2658,552,20.42572811803581
08070,ZCTA5 08070,12477,200,1559,516,12.494990783040794
08071,ZCTA5 08071,9265,253,412,143,4.4468429573664325
08072,ZCTA5 08072,173,122,0,14,0
08073,ZCTA5 08073,17,28,17,28,100
08074,ZCTA5 08074,0,14,0,14,NA
08075,ZCTA5 08075,30531,166,2339,594,7.661065801971767
08077,ZCTA5 08077,20513,772,852,252,4.153463657193
08078,ZCTA5 08078,8025,189,784,288,9.769470404984423
08079,ZCTA5 08079,10577,298,2018,551,19.079133969934762
08080,ZCTA5 08080,39169,1375,1802,507,4.600576986902908
08081,ZCTA5 08081,49252,1774,4484,1066,9.10419881426135
08083,ZCTA5 08083,9606,531,914,340,9.51488652925255
08084,ZCTA5 08084,6868,36,698,282,10.163075131042516
08085,ZCTA5 08085,21820,303,2025,795,9.280476626947754
08086,ZCTA5 08086,8534,837,549,253,6.433091164752754
08087,ZCTA5 08087,24774,219,2159,644,8.71478162589812
08088,ZCTA5 08088,24030,121,1208,313,5.027049521431544
08089,ZCTA5 08089,4195,660,227,89,5.411203814064362
08090,ZCTA5 08090,9529,789,901,589,9.455346835974394
08091,ZCTA5 08091,5909,24,417,192,7.057031646640717
08092,ZCTA5 08092,3182,365,241,92,7.573852922690132
08093,ZCTA5 08093,9215,720,1651,500,17.916440586001084
08094,ZCTA5 08094,40231,577,2836,548,7.04929034823892
08095,ZCTA5 08095,0,14,0,14,NA
08096,ZCTA5 08096,35477,1420,2941,534,8.28987794909378
08097,ZCTA5 08097,3207,148,170,102,5.300904271905208
08098,ZCTA5 08098,8950,267,410,187,4.581005586592179
08102,ZCTA5 08102,7321,965,3072,863,41.961480672039336
08103,ZCTA5 08103,11796,1358,3551,724,30.10342488979315
08104,ZCTA5 08104,21433,1461,6375,1353,29.74385293705967
08105,ZCTA5 08105,26676,1377,6231,1090,23.35807467386415
08106,ZCTA5 08106,9643,200,315,117,3.2666182723218915
08107,ZCTA5 08107,13629,597,1350,423,9.905348888399736
08108,ZCTA5 08108,18653,905,1546,481,8.288211011633518
08109,ZCTA5 08109,23802,1138,3648,916,15.326443156037309
08110,ZCTA5 08110,18808,1280,3053,757,16.232454274776693
08201,ZCTA5 08201,9943,375,1029,420,10.348989238660364
08202,ZCTA5 08202,1635,194,68,40,4.159021406727828
08203,ZCTA5 08203,7702,22,724,258,9.400155803687355
08204,ZCTA5 08204,16571,929,1305,503,7.875203669060407
08205,ZCTA5 08205,27815,914,2026,787,7.283839654862484
08210,ZCTA5 08210,16682,960,1599,473,9.585181632897735
08212,ZCTA5 08212,155,40,19,15,12.258064516129032
08215,ZCTA5 08215,13875,1061,821,336,5.917117117117117
08217,ZCTA5 08217,38,63,17,29,44.73684210526316
08221,ZCTA5 08221,6848,30,196,124,2.8621495327102804
08223,ZCTA5 08223,4063,508,115,90,2.8304208712773815
08224,ZCTA5 08224,158,77,0,14,0
08225,ZCTA5 08225,8267,29,364,163,4.403048264182896
08226,ZCTA5 08226,11179,42,887,338,7.934520082297164
08230,ZCTA5 08230,5885,600,126,82,2.141036533559898
08232,ZCTA5 08232,20007,445,4609,952,23.03693707202479
08234,ZCTA5 08234,46701,296,4685,1092,10.031905098391897
08240,ZCTA5 08240,16,15,0,14,0
08241,ZCTA5 08241,1041,236,18,13,1.729106628242075
08242,ZCTA5 08242,4021,771,355,188,8.828649589654315
08243,ZCTA5 08243,2079,205,98,41,4.713804713804714
08244,ZCTA5 08244,10611,188,1174,380,11.06399019885025
08245,ZCTA5 08245,30,44,0,14,0
08246,ZCTA5 08246,53,82,0,14,0
08247,ZCTA5 08247,936,129,43,28,4.594017094017095
08248,ZCTA5 08248,134,116,0,14,0
08251,ZCTA5 08251,10274,965,1273,548,12.39050029199922
08260,ZCTA5 08260,12900,290,1572,382,12.186046511627907
08270,ZCTA5 08270,8237,649,806,227,9.785115940269517
08302,ZCTA5 08302,43322,628,9819,1410,22.66515857993629
08310,ZCTA5 08310,1236,371,131,108,10.598705501618124
08311,ZCTA5 08311,1653,236,270,179,16.33393829401089
08312,ZCTA5 08312,8393,450,622,258,7.410937686167044
08314,ZCTA5 08314,503,224,59,79,11.72962226640159
08316,ZCTA5 08316,78,76,28,44,35.8974358974359
08317,ZCTA5 08317,1292,267,147,149,11.377708978328172
08318,ZCTA5 08318,12012,444,1170,510,9.740259740259742
08319,ZCTA5 08319,1264,285,42,29,3.3227848101265818
08320,ZCTA5 08320,0,14,0,14,NA
08321,ZCTA5 08321,153,53,0,14,0
08322,ZCTA5 08322,10332,679,855,346,8.275261324041812
08323,ZCTA5 08323,736,149,53,22,7.201086956521739
08324,ZCTA5 08324,216,152,0,14,0
08326,ZCTA5 08326,1430,344,103,79,7.2027972027972025
08327,ZCTA5 08327,337,148,34,44,10.089020771513352
08328,ZCTA5 08328,1554,406,126,87,8.108108108108109
08329,ZCTA5 08329,219,158,18,30,8.21917808219178
08330,ZCTA5 08330,29225,557,2381,769,8.147134302822925
08332,ZCTA5 08332,34980,765,4542,864,12.984562607204117
08340,ZCTA5 08340,876,338,8,16,0.91324200913242
08341,ZCTA5 08341,2002,329,147,118,7.3426573426573425
08343,ZCTA5 08343,4434,525,147,87,3.3152909336941816
08344,ZCTA5 08344,5248,748,196,100,3.7347560975609753
08345,ZCTA5 08345,801,161,128,72,15.980024968789014
08346,ZCTA5 08346,444,212,0,14,0
08348,ZCTA5 08348,191,152,0,14,0
08349,ZCTA5 08349,2400,515,277,201,11.541666666666666
08350,ZCTA5 08350,859,406,32,40,3.7252619324796274
08352,ZCTA5 08352,224,171,0,14,0
08353,ZCTA5 08353,283,134,10,14,3.53356890459364
08360,ZCTA5 08360,43776,1573,7054,1445,16.113852339181285
08361,ZCTA5 08361,18134,1284,1635,477,9.016212639241203
08401,ZCTA5 08401,38029,526,12796,1439,33.64800546951011
08402,ZCTA5 08402,5260,21,325,133,6.178707224334601
08403,ZCTA5 08403,1012,192,61,39,6.027667984189724
08406,ZCTA5 08406,8951,133,951,343,10.624511227795777
08501,ZCTA5 08501,6297,614,313,238,4.970620930601874
08502,ZCTA5 08502,12039,648,278,159,2.3091618905224687
08505,ZCTA5 08505,18599,733,1002,467,5.387386418624658
08510,ZCTA5 08510,5383,761,159,114,2.9537432658368936
08511,ZCTA5 08511,880,283,24,17,2.727272727272727
08512,ZCTA5 08512,12377,981,869,505,7.021087501009937
08514,ZCTA5 08514,5235,898,376,300,7.182425978987583
08515,ZCTA5 08515,7960,330,234,264,2.9396984924623117
08518,ZCTA5 08518,5749,636,453,209,7.87963124021569
08520,ZCTA5 08520,29251,817,1601,756,5.473317151550374
08525,ZCTA5 08525,4562,560,78,50,1.709776413853573
08527,ZCTA5 08527,57895,575,4615,870,7.971327403057258
08528,ZCTA5 08528,331,325,0,14,0
08530,ZCTA5 08530,7652,267,198,106,2.5875588081547307
08533,ZCTA5 08533,6892,805,313,218,4.541497388276262
08534,ZCTA5 08534,13137,630,473,240,3.60051762198371
08535,ZCTA5 08535,4971,764,141,77,2.836451418225709
08536,ZCTA5 08536,20456,579,462,207,2.2585060617911616
08540,ZCTA5 08540,46614,1747,3787,1122,8.124168704680997
08542,ZCTA5 08542,2414,466,95,79,3.9353769676884838
08544,ZCTA5 08544,44,55,44,55,100
08550,ZCTA5 08550,20876,816,528,209,2.529220157118222
08551,ZCTA5 08551,5950,821,49,54,0.823529411764706
08553,ZCTA5 08553,814,149,35,14,4.2997542997543
08554,ZCTA5 08554,3656,536,258,157,7.0568927789934355
08555,ZCTA5 08555,1059,344,8,12,0.7554296506137866
08558,ZCTA5 08558,7161,675,165,128,2.3041474654377883
08559,ZCTA5 08559,4608,567,138,71,2.994791666666667
08560,ZCTA5 08560,3334,551,216,165,6.47870425914817
08561,ZCTA5 08561,381,275,0,14,0
08562,ZCTA5 08562,4267,487,636,399,14.905085540192173
08608,ZCTA5 08608,1115,471,242,152,21.704035874439462
08609,ZCTA5 08609,12888,2206,2768,663,21.477343265052763
08610,ZCTA5 08610,33387,1909,2925,718,8.760894959115824
08611,ZCTA5 08611,31231,2518,7875,1697,25.215330921200092
08618,ZCTA5 08618,33410,2013,7517,1149,22.499251721041606
08619,ZCTA5 08619,23210,1725,1268,465,5.463162429987074
08620,ZCTA5 08620,10950,1704,1159,496,10.584474885844749
08628,ZCTA5 08628,8862,779,741,329,8.361543669600541
08629,ZCTA5 08629,12966,1816,1131,505,8.722813512262842
08638,ZCTA5 08638,22361,1603,4829,899,21.595635257814948
08640,ZCTA5 08640,2962,714,167,119,5.638082376772451
08641,ZCTA5 08641,4192,482,123,123,2.9341603053435117
08648,ZCTA5 08648,28606,422,1642,436,5.740054534013844
08690,ZCTA5 08690,18750,1489,702,301,3.744
08691,ZCTA5 08691,16924,599,673,294,3.97660127629402
08701,ZCTA5 08701,134568,362,33277,3948,24.728761666963912
08720,ZCTA5 08720,661,233,38,60,5.748865355521937
08721,ZCTA5 08721,22121,860,1729,481,7.816102346186882
08722,ZCTA5 08722,11002,21,558,204,5.071805126340665
08723,ZCTA5 08723,31675,1438,1818,348,5.739542225730071
08724,ZCTA5 08724,41171,1506,1988,478,4.8286415195161645
08730,ZCTA5 08730,4960,21,67,55,1.3508064516129032
08731,ZCTA5 08731,21062,1182,1077,384,5.113474503845788
08732,ZCTA5 08732,1552,224,12,13,0.7731958762886598
08733,ZCTA5 08733,2850,114,269,132,9.43859649122807
08734,ZCTA5 08734,8028,1191,115,73,1.43248629795715
08735,ZCTA5 08735,3435,533,120,62,3.4934497816593884
08736,ZCTA5 08736,13056,852,371,159,2.841605392156863
08738,ZCTA5 08738,1366,272,20,12,1.4641288433382138
08740,ZCTA5 08740,1733,285,66,45,3.8084246970571263
08741,ZCTA5 08741,2764,481,84,58,3.039073806078148
08742,ZCTA5 08742,25394,234,1316,460,5.182326533826888
08750,ZCTA5 08750,3623,505,98,59,2.7049406569141596
08751,ZCTA5 08751,3625,597,765,539,21.103448275862068
08752,ZCTA5 08752,2254,255,235,82,10.425909494232476
08753,ZCTA5 08753,64133,1500,3904,683,6.087349726349929
08755,ZCTA5 08755,28598,1505,1915,614,6.696272466606057
08757,ZCTA5 08757,35438,1445,3249,874,9.16812461199842
08758,ZCTA5 08758,8009,358,575,292,7.179423148957423
08759,ZCTA5 08759,33779,1025,2751,550,8.14411320643003
08801,ZCTA5 08801,6403,461,226,136,3.529595502108387
08802,ZCTA5 08802,4604,569,86,53,1.8679409209383144
08804,ZCTA5 08804,3066,505,262,171,8.545335942596216
08805,ZCTA5 08805,14035,454,1276,476,9.091556822230139
08807,ZCTA5 08807,37961,750,1545,449,4.069966544611575
08809,ZCTA5 08809,6165,542,350,142,5.6772100567721004
08810,ZCTA5 08810,8241,864,178,109,2.1599320470816648
08812,ZCTA5 08812,14083,528,2155,1027,15.30213732869417
08816,ZCTA5 08816,48812,836,2267,472,4.64434975006146
08817,ZCTA5 08817,47526,1587,3373,707,7.097167866010184
08820,ZCTA5 08820,39109,1211,1375,369,3.51581477409292
08821,ZCTA5 08821,375,157,0,14,0
08822,ZCTA5 08822,31749,1110,1322,362,4.163910674351948
08823,ZCTA5 08823,8812,1113,632,551,7.172038129822969
08824,ZCTA5 08824,13756,1185,342,177,2.4861878453038675
08825,ZCTA5 08825,4509,547,228,121,5.056553559547571
08826,ZCTA5 08826,5205,542,333,113,6.397694524495677
08827,ZCTA5 08827,4120,613,231,77,5.606796116504855
08828,ZCTA5 08828,2317,213,67,46,2.8916702632714717
08829,ZCTA5 08829,3584,43,136,102,3.7946428571428568
08830,ZCTA5 08830,19151,1585,1223,537,6.38608949924286
08831,ZCTA5 08831,54331,283,2195,392,4.040050799727596
08832,ZCTA5 08832,2736,751,677,381,24.744152046783626
08833,ZCTA5 08833,8708,747,177,77,2.032613688562242
08835,ZCTA5 08835,10870,28,1335,564,12.281508739650414
08836,ZCTA5 08836,4325,520,52,43,1.2023121387283235
08837,ZCTA5 08837,19554,1310,929,424,4.750946097985067
08840,ZCTA5 08840,17883,304,834,279,4.663647039087401
08844,ZCTA5 08844,43475,312,1234,354,2.8384128809660725
08846,ZCTA5 08846,14509,34,1155,520,7.960576194086428
08848,ZCTA5 08848,8376,564,386,190,4.608404966571156
08850,ZCTA5 08850,8442,312,122,96,1.44515517649846
08852,ZCTA5 08852,17274,1464,1034,452,5.9858747250202615
08853,ZCTA5 08853,5415,776,11,17,0.20313942751615882
08854,ZCTA5 08854,51566,273,2766,783,5.363999534577047
08857,ZCTA5 08857,39983,1503,3162,690,7.908361053447716
08858,ZCTA5 08858,0,14,0,14,NA
08859,ZCTA5 08859,24284,1383,1471,433,6.057486410805469
08861,ZCTA5 08861,57764,813,11093,1587,19.204002492902152
08863,ZCTA5 08863,13052,1231,665,261,5.0950045969966284
08865,ZCTA5 08865,30654,442,3980,553,12.98362367064657
08867,ZCTA5 08867,5329,729,80,65,1.5012197410395947
08869,ZCTA5 08869,8152,36,571,226,7.00441609421001
08872,ZCTA5 08872,20018,1083,1233,427,6.159456489159757
08873,ZCTA5 08873,55313,1204,3544,847,6.407173720463543
08876,ZCTA5 08876,22727,742,1270,376,5.5880670568046815
08879,ZCTA5 08879,23208,1705,2400,988,10.341261633919338
08880,ZCTA5 08880,4833,25,794,446,16.42871922201531
08882,ZCTA5 08882,15962,75,1803,968,11.29557699536399
08884,ZCTA5 08884,8133,35,279,143,3.4304684618222057
08886,ZCTA5 08886,6493,545,317,166,4.882180810103188
08887,ZCTA5 08887,1377,455,84,46,6.1002178649237475
08889,ZCTA5 08889,10539,654,409,228,3.880823607552899
08890,ZCTA5 08890,0,14,0,14,NA
08901,ZCTA5 08901,47913,274,15130,1704,31.578068582639368
08902,ZCTA5 08902,42592,477,3220,847,7.560105184072126
08904,ZCTA5 08904,14930,36,1381,514,9.249832551908908
10001,ZCTA5 10001,27621,1791,4293,752,15.542521994134898
10002,ZCTA5 10002,74729,3191,18611,2594,24.90465548849844
10003,ZCTA5 10003,44368,2787,5614,1079,12.653263613415074
10004,ZCTA5 10004,3860,915,157,113,4.067357512953368
10005,ZCTA5 10005,9238,1029,424,268,4.589738038536479
10006,ZCTA5 10006,4475,747,580,601,12.960893854748603
10007,ZCTA5 10007,7470,996,232,122,3.105756358768407
10009,ZCTA5 10009,58283,3150,11359,1471,19.48938798620524
10010,ZCTA5 10010,29548,2428,2696,797,9.124136997427913
10011,ZCTA5 10011,47366,2576,4295,904,9.067685681712621
10012,ZCTA5 10012,20871,1388,2299,753,11.015284365866513
10013,ZCTA5 10013,26287,1908,2609,604,9.925058013466732
10014,ZCTA5 10014,29384,1713,1896,485,6.4524911516471555
10016,ZCTA5 10016,52988,2938,5180,774,9.775798293953349
10017,ZCTA5 10017,14945,1595,1522,454,10.184008029441284
10018,ZCTA5 10018,8710,889,1434,409,16.463834672789897
10019,ZCTA5 10019,43950,2479,4682,729,10.653014789533561
10020,ZCTA5 10020,0,13,0,13,NA
10021,ZCTA5 10021,38853,3033,1941,469,4.995753223689291
10022,ZCTA5 10022,34048,3345,2265,1003,6.6523731203007515
10023,ZCTA5 10023,65388,3100,5658,1035,8.652963846577354
10024,ZCTA5 10024,61694,4428,4788,1215,7.7608843647680485
10025,ZCTA5 10025,88473,4071,13351,1813,15.090479581341201
10026,ZCTA5 10026,37050,2356,6551,1214,17.681511470985157
10027,ZCTA5 10027,57272,2969,13545,1612,23.65030032127392
10028,ZCTA5 10028,45665,3621,2299,616,5.0344903098653235
10029,ZCTA5 10029,72382,3572,22134,3232,30.579425824099914
10030,ZCTA5 10030,30687,2086,10015,1675,32.63596962883305
10031,ZCTA5 10031,59744,3324,13718,2036,22.961301553294057
10032,ZCTA5 10032,54238,2993,10884,1588,20.06711161916
10033,ZCTA5 10033,52745,3424,8953,1612,16.97412076974121
10034,ZCTA5 10034,38979,2748,5687,1360,14.589907386028376
10035,ZCTA5 10035,38118,2035,14181,1565,37.202896269478984
10036,ZCTA5 10036,30218,1839,4155,705,13.750082732146401
10037,ZCTA5 10037,18071,1648,5049,965,27.93979303857008
10038,ZCTA5 10038,21895,2501,3939,1346,17.99040876912537
10039,ZCTA5 10039,30425,2825,8592,2237,28.23993426458504
10040,ZCTA5 10040,40695,2424,6741,1543,16.564688536675266
10044,ZCTA5 10044,11313,1057,1293,503,11.429329090426943
10065,ZCTA5 10065,30904,2436,1860,565,6.018638363965829
10069,ZCTA5 10069,6669,1750,1771,1367,26.555705503073924
10075,ZCTA5 10075,23351,2510,2959,1498,12.671834182690247
10103,ZCTA5 10103,0,13,0,13,NA
10110,ZCTA5 10110,0,13,0,13,NA
10111,ZCTA5 10111,0,13,0,13,NA
10112,ZCTA5 10112,0,13,0,13,NA
10115,ZCTA5 10115,0,13,0,13,NA
10119,ZCTA5 10119,0,13,0,13,NA
10128,ZCTA5 10128,58712,3019,5011,1201,8.534882136530863
10152,ZCTA5 10152,0,13,0,13,NA
10153,ZCTA5 10153,0,13,0,13,NA
10154,ZCTA5 10154,0,13,0,13,NA
10162,ZCTA5 10162,1769,671,79,124,4.465799886941775
10165,ZCTA5 10165,0,13,0,13,NA
10167,ZCTA5 10167,0,13,0,13,NA
10168,ZCTA5 10168,0,13,0,13,NA
10169,ZCTA5 10169,0,13,0,13,NA
10170,ZCTA5 10170,0,13,0,13,NA
10171,ZCTA5 10171,0,13,0,13,NA
10172,ZCTA5 10172,0,13,0,13,NA
10173,ZCTA5 10173,0,13,0,13,NA
10174,ZCTA5 10174,0,13,0,13,NA
10177,ZCTA5 10177,0,13,0,13,NA
10199,ZCTA5 10199,0,13,0,13,NA
10271,ZCTA5 10271,0,13,0,13,NA
10278,ZCTA5 10278,0,13,0,13,NA
10279,ZCTA5 10279,181,206,0,13,0
10280,ZCTA5 10280,8668,1621,303,172,3.495616059067836
10282,ZCTA5 10282,5960,851,381,448,6.39261744966443
10301,ZCTA5 10301,38591,1982,6808,1130,17.641418983700863
10302,ZCTA5 10302,19666,1927,3939,1149,20.029492525170344
10303,ZCTA5 10303,25956,1522,4829,1000,18.604561565726616
10304,ZCTA5 10304,44617,2508,7940,1425,17.795907389560035
10305,ZCTA5 10305,41240,1892,3568,734,8.651794374393793
10306,ZCTA5 10306,56818,2744,5065,1121,8.914428526171283
10307,ZCTA5 10307,14794,1235,396,179,2.676760848992835
10308,ZCTA5 10308,29972,2167,1738,541,5.7987454957960765
10309,ZCTA5 10309,34750,2180,2074,701,5.968345323741008
10310,ZCTA5 10310,25746,2004,3422,830,13.291385069525363
10311,ZCTA5 10311,0,13,0,13,NA
10312,ZCTA5 10312,63324,2439,4057,866,6.40673362390247
10314,ZCTA5 10314,92443,3119,9341,1579,10.104604999837738
10451,ZCTA5 10451,48883,2563,15676,1919,32.068408240083464
10452,ZCTA5 10452,75256,3384,26773,2554,35.575900924843204
10453,ZCTA5 10453,77595,3376,26120,2679,33.661962755332176
10454,ZCTA5 10454,40174,2056,17197,1683,42.80629262707223
10455,ZCTA5 10455,42777,2806,14098,2367,32.95696285387007
10456,ZCTA5 10456,85724,4187,31548,3385,36.80182912603238
10457,ZCTA5 10457,78637,3899,26848,2754,34.141689026794005
10458,ZCTA5 10458,75230,3189,22418,1943,29.7992822012495
10459,ZCTA5 10459,49182,2533,16463,1713,33.47362856329551
10460,ZCTA5 10460,60645,2840,20584,2295,33.94179239838404
10461,ZCTA5 10461,49648,2110,8320,1225,16.75797615211086
10462,ZCTA5 10462,74730,2818,14539,1696,19.4553726749632
10463,ZCTA5 10463,67233,3347,13246,2394,19.701634613954457
10464,ZCTA5 10464,4273,867,253,147,5.920898666042593
10465,ZCTA5 10465,44514,1896,6168,1091,13.856314867232781
10466,ZCTA5 10466,72986,3762,14540,1971,19.921628805524346
10467,ZCTA5 10467,94609,3483,25338,2504,26.78180722764219
10468,ZCTA5 10468,78488,3831,20942,2280,26.681785750688004
10469,ZCTA5 10469,67513,2917,10226,1473,15.146712485002888
10470,ZCTA5 10470,15444,1263,1720,587,11.137011137011136
10471,ZCTA5 10471,20576,1438,1265,344,6.147939346811819
10472,ZCTA5 10472,63340,2638,19923,2049,31.45405746763499
10473,ZCTA5 10473,59055,2798,14207,2064,24.05723478113623
10474,ZCTA5 10474,10636,1173,3346,787,31.459195186160212
10475,ZCTA5 10475,41795,3264,6450,1720,15.432467998564423
10501,ZCTA5 10501,1426,574,120,137,8.415147265077138
10502,ZCTA5 10502,5837,232,205,152,3.512078122323111
10503,ZCTA5 10503,127,120,0,13,0
10504,ZCTA5 10504,7772,489,327,175,4.2074112197632525
10505,ZCTA5 10505,1295,393,23,21,1.7760617760617758
10506,ZCTA5 10506,6242,672,180,142,2.8836911246395385
10507,ZCTA5 10507,5144,869,434,254,8.437013996889581
10509,ZCTA5 10509,19830,829,1486,377,7.493696419566313
10510,ZCTA5 10510,9827,537,510,270,5.189783250228961
10511,ZCTA5 10511,2296,384,86,58,3.7456445993031355
10512,ZCTA5 10512,24099,951,1525,367,6.328063405120544
10514,ZCTA5 10514,12227,1088,411,184,3.3614132657233986
10516,ZCTA5 10516,5586,407,376,150,6.731113498030791
10517,ZCTA5 10517,551,248,24,22,4.3557168784029034
10518,ZCTA5 10518,789,252,43,69,5.4499366286438535
10519,ZCTA5 10519,188,186,0,13,0
10520,ZCTA5 10520,11930,508,566,179,4.744341994970662
10522,ZCTA5 10522,10705,61,661,262,6.174684726763195
10523,ZCTA5 10523,9672,718,686,272,7.0926385442514475
10524,ZCTA5 10524,4285,383,371,72,8.658109684947492
10526,ZCTA5 10526,2038,421,30,38,1.4720314033366046
10527,ZCTA5 10527,587,230,0,13,0
10528,ZCTA5 10528,13778,1057,859,416,6.2345768616635215
10530,ZCTA5 10530,13942,1174,796,280,5.709367379142161
10532,ZCTA5 10532,5141,487,275,144,5.349153861116514
10533,ZCTA5 10533,7320,315,113,87,1.5437158469945356
10535,ZCTA5 10535,323,213,84,120,26.006191950464398
10536,ZCTA5 10536,10606,1013,795,462,7.495757118612106
10537,ZCTA5 10537,2418,584,143,172,5.913978494623656
10538,ZCTA5 10538,17656,633,467,319,2.6449932034435886
10540,ZCTA5 10540,11,2,11,2,100
10541,ZCTA5 10541,25971,1072,775,329,2.9840976473759193
10542,ZCTA5 10542,0,13,0,13,NA
10543,ZCTA5 10543,20753,692,1526,601,7.353153760902038
10545,ZCTA5 10545,182,161,107,75,58.791208791208796
10546,ZCTA5 10546,1229,344,25,28,2.034174125305126
10547,ZCTA5 10547,7253,1088,417,203,5.749345098579898
10548,ZCTA5 10548,3949,748,332,217,8.407191694099772
10549,ZCTA5 10549,15825,884,1167,440,7.374407582938389
10550,ZCTA5 10550,39607,1591,7320,1179,18.48158153861691
10552,ZCTA5 10552,21190,1440,1437,408,6.781500707881076
10553,ZCTA5 10553,10815,1522,1005,313,9.29264909847434
10560,ZCTA5 10560,4701,169,125,96,2.6590087215486067
10562,ZCTA5 10562,31932,878,2514,733,7.872980082675686
10566,ZCTA5 10566,25333,102,2528,605,9.979078672087791
10567,ZCTA5 10567,19822,980,900,437,4.540409645848047
10570,ZCTA5 10570,12271,600,442,309,3.601988428000978
10573,ZCTA5 10573,40728,118,4307,1076,10.575034374386172
10576,ZCTA5 10576,4904,223,213,155,4.343393148450245
10577,ZCTA5 10577,2699,511,50,105,1.8525379770285293
10578,ZCTA5 10578,1851,1185,0,13,0
10579,ZCTA5 10579,8825,683,159,76,1.8016997167138808
10580,ZCTA5 10580,17897,392,504,225,2.8161144325864673
10583,ZCTA5 10583,40508,1618,1329,446,3.2808334156216055
10588,ZCTA5 10588,3079,814,29,33,0.9418642416368951
10589,ZCTA5 10589,7189,700,254,143,3.533175685074419
10590,ZCTA5 10590,7312,463,354,293,4.841356673960613
10591,ZCTA5 10591,23409,509,1566,471,6.6897347174163775
10594,ZCTA5 10594,5488,790,220,102,4.0087463556851315
10595,ZCTA5 10595,6048,552,869,328,14.368386243386244
10596,ZCTA5 10596,657,230,51,54,7.76255707762557
10597,ZCTA5 10597,652,309,0,13,0
10598,ZCTA5 10598,28890,987,970,491,3.357563170647283
10601,ZCTA5 10601,10658,1108,1997,495,18.73709889285044
10603,ZCTA5 10603,19083,1885,1464,630,7.671749724886025
10604,ZCTA5 10604,12068,1156,492,341,4.076897580377859
10605,ZCTA5 10605,19251,1176,1206,352,6.264609630668537
10606,ZCTA5 10606,17239,1495,2441,1014,14.159754046058357
10607,ZCTA5 10607,6011,790,397,285,6.604558309765431
10701,ZCTA5 10701,69513,3029,12640,1241,18.183649101606893
10703,ZCTA5 10703,21865,2091,3167,820,14.484335696318318
10704,ZCTA5 10704,31795,2033,3429,875,10.784714577763799
10705,ZCTA5 10705,40171,2831,7217,1507,17.96569664683478
10706,ZCTA5 10706,8874,337,258,137,2.9073698444895197
10707,ZCTA5 10707,9612,449,544,235,5.659592176446109
10708,ZCTA5 10708,20449,1261,1508,515,7.374443738080101
10709,ZCTA5 10709,10274,761,287,163,2.793459217442087
10710,ZCTA5 10710,25607,1852,2707,1126,10.571328152458312
10801,ZCTA5 10801,39944,1883,5837,1184,14.612958141397957
10803,ZCTA5 10803,13096,238,347,153,2.649664019547954
10804,ZCTA5 10804,15189,1102,474,198,3.1206794390677466
10805,ZCTA5 10805,20228,1764,1991,624,9.842792169270318
10901,ZCTA5 10901,25876,1292,2395,667,9.255680939867059
10910,ZCTA5 10910,0,13,0,13,NA
10911,ZCTA5 10911,18,32,0,13,0
10913,ZCTA5 10913,4790,512,454,244,9.478079331941546
10914,ZCTA5 10914,691,432,0,13,0
10915,ZCTA5 10915,0,13,0,13,NA
10916,ZCTA5 10916,4436,543,168,160,3.787195671776375
10917,ZCTA5 10917,1575,601,46,44,2.920634920634921
